ICAO;IATA;Name;Country
;QVQ;Off-Line Point;DE
;QWB;Berlin Ostbhf Railway Station;DE
;QWC;Berlin Zoo Railway;DE
;QWD;Off-Line Point;DE
;QWI;Off-Line Point;DE
;QWR;Off-Line Point;DE
;QWU;Railway Station ;DE
;QYF;German Railway Service;DE
;QYG;Germany Railway Service;DE
;QYJ;German Railway Service;DE
;REB;Rechlin Airport;DE
;UPF;Pforheim Airport;DE
;URD;Burg Feuerstein Airport;DE
;UWE;Wiesbaden ;DE
;UWP;Off-Line Point;DE
;WID;Wildenrath Airport;DE
;XET;Karlsruhe Bus Station;DE
;XHI;Herzogenaurach Bus Service;DE
;XHJ;Aix La Chapelle Railway Station;DE
;XXP;Off-Line Point;DE
;XZE;Rail (Generic);DE
;XZY;Off-Line Point;DE
;ZAQ;Nuremberg Hbf Railway Station ;DE
;ZAU;Sachsen Railway Station;DE
;ZCB;Railway Station;DE
;ZCS;Off-Line Point;DE
;ZCV;Off-Line Point;DE
;ZCZ;Off-Line Point;DE
;ZED;Off-Line Point;DE
;ZEI;Off-Line Point;DE
;ZET;Off-Line Point;DE
;ZEU;Railway Station;DE
;ZEW;Off-Line Point;DE
;ZEY;Off-Line Point;DE
;ZEZ;Off-Line Point;DE
;ZFR;Frankfurt Oder Railway;DE
;ZGA;Gera Railway;DE
;ZGE;Goerlitz Railway;DE
;ZGO;Gotha Railway;DE
;ZGW;Greifswald Railway;DE
;ZHZ;Halle Railway;DE
;ZIO;Solingen-Ohligs Railway Service;DE
;ZIT;Zittau Railway Service;DE
;ZJS;Jena Railway;DE
;ZLU;Ludwigslust Railway Service;DE
;ZMB;Hamburg Railway Service ;DE
;ZMU;Munich HBF Railway Service;DE
;ZNB;Off-Line Point;DE
;ZNJ;Off-Line Point;DE
;ZNK;Off-Line Point;DE
;ZNO;Off-Line Point;DE
;ZNS;Off-Line Point;DE
;ZOB;Off-Line Point;DE
;ZOG;Lueneburg Railway Service;DE
;ZOI;Off-Line Point;DE
;ZOM;Off-Line Point;DE
;ZOT;Off-Line Point;DE
;ZOU;Off-Line Point;DE
;ZOV;Off-Line Point;DE
;ZOX;Off-Line Point;DE
;ZOZ;Off-Line Point;DE
;ZPD;Off-Line Point;DE
;ZPE;Osnabrueck Railway Service;DE
;ZPF;Off-Line Point;DE
;ZPM;Regensburg Railway Service;DE
;ZPP;Off-Line Point;DE
;ZPR;Off-Line Point;DE
;ZPV;Off-Line Point;DE
;ZPW;Off-Line Point;DE
;ZPY;Off-Line Point;DE
;ZQA;Off-Line Point;DE
;ZQB;Off-Line Point;DE
;ZQC;Off-Line Point;DE
;ZQD;Off-Line Point;DE
;ZQG;Off-Line Point;DE
;ZQH;Off-Line Point;DE
;ZQU;Off-Line Point;DE
;ZQY;Giessen Bus Service;DE
;ZRB;Frankfurt Hbf Railway Service ;DE
;ZRW;Rastatt Bus Service;DE
;ZRX;Riesa Railway Service;DE
;ZSC;Schoena Railway Service;DE
;ZSD;Schwanheide Railway Service;DE
;ZSG;Sonneberg Railway Service;DE
;ZSI;Sassnitz Railway Service;DE
;ZSK;Pasewalk Railway Service;DE
;ZSO;Suhl Railway Service;DE
;ZSQ;Salzwedel Railway Station;DE
;ZSR;Schwerin Railway Service;DE
;ZSU;Dessau Railway Station;DE
;ZSX;Stralsund Railway Service;DE
;ZTT;Cottbus Railway Station;DE
;ZTZ;Chemnitz Railway Station;DE
;ZVM;Messe-BF Railway Service;DE
;ZVR;Hanover Railway ;DE
;ZWD;Warnemuende Railway Service;DE
;ZWG;Off-Line Point;DE
;ZWM;Wismar Railway Service;DE
;ZWN;Wittenberge Railway Service;DE
;ZWS;Stuttgart-Main Rr ;DE
;ZWT;Wittenburg Railway Service;DE
;XYG;Hlavni Railway;CZ
;XYJ;Holesovice Railway;CZ
;ZDN;Brno Bus Service;CZ
;ZIK;Karlovy Vary Bus Service;CZ
;EPK;Episkopi;CY
;GEC;Gecitkale ;CY
;QLI;Off-Line Point;CY
;QNP;Off-Line Point;CY
;BVR;Esperadinha Airport;CV
;ICR;Nicaro Airport;CU
;MJG;Mayajigua Airport;CU
;NBW;Guantanamo Bay Nas;CU
;PST;Preston Airport;CU
;QCO;Off-Line Point;CU
;QMA;Off-Line Point;CU
;QPD;Off-Line Point;CU
;QSN;Off-Line Point;CU
;SNJ;San Julian Airport;CU
;UPA;Punta Alegre Airport;CU
;USS;Sancti Spiritus Airport;CU
;VRO;Kawama Airport;CU
;UMA;Punta de Maisi Airport;CU
;CSC;Canas ;CR
;FMG;Flamingo Airport;CR
;JAP;Punta Renes Airport;CR
;LCS;Las Canas Airport;CR
;SZC;Guanacaste;CR
;ACM;Arica ;CO
;APO;Apartado;CO
;ARF;Acaricuara Airport;CO
;ARO;Arboletas ;CO
;ARQ;Arauquita ;CO
;AYA;Ayapel Airport;CO
;AYC;Ayacucho Airport;CO
;AYI;Yari Airport;CO
;AZT;Zapatoca Airport;CO
;BAC;Barranca De Upia Airport;CO
;BHF;Bahia Cupica Airport;CO
;CJD;Candilejas Airport;CO
;CQT;Caquetania Airport;CO
;CSR;Casuarito ;CO
;CUI;Currillo Airport;CO
;CUO;Caruru Airport;CO
;DZI;Codazzi Airport;CO
;ECO;El Encanto;CO
;ECR;El Charco Airport;CO
;ELJ;El Recreo Airport;CO
;GAA;Guamal;CO
;GCA;Guacamaya Airport ;CO
;GGL;Gilgal Airport;CO
;GMC;Guerima Airport ;CO
;GRA;Gamarra ;CO
;HRR;Herrera Airport;CO
;ISD;Iscuande Airport;CO
;IVO;Chivolo Airport;CO
;JUO;Jurado Airport;CO
;LCR;La Chorrera ;CO
;LMC;Lamacarena;CO
;LMX;Lopez De Micay Airport;CO
;LPE;La Primavera;CO
;LRI;Lorica Airport;CO
;MFB;Monfort Airport;CO
;MHF;Morichal Airport;CO
;MIX;Miriti Pirana ;CO
;MND;Medina;CO
;MOY;Monterrey Airport;CO
;MQR;Mosquera Airport;CO
;MTB;Monte Libano;CO
;NAD;Macanal ;CO
;NAR;Nare;CO
;NBB;Barrancominas Airport;CO
;NCI;Necocli ;CO
;NPU;San Pedro Uraba Airport;CO
;NUH;Nunchia Airport;CO
;PCC;Puerto Rico Airport ;CO
;PLA;Planadas;CO
;PLC;Planeta Rica Airport;CO
;PRE;Pore Airport;CO
;PYA;Puerto Boyaca Airport;CO
;QPI;Off-Line Point;CO
;RON;Rondon;CO
;SCA;Santa Catalina;CO
;SJG;San Pedro Jagua ;CO
;SJH;San Juan Del Cesar;CO
;SJR;San Juan De Uraba Airport;CO
;SMC;Santa Maria ;CO
;SNT;Sabana De Torres;CO
;SOH;Solita Airport;CO
;SQB;Santa Ana Airport;CO
;SQE;San Luis De Pale Airport;CO
;SQF;Solano Airport;CO
;SRO;Santana Ramos ;CO
;SRS;San Marcos;CO
;SSD;San Felipe Airport;CO
;SSL;Santa Rosalia Airport;CO
;TAU;Tauramena Airport ;CO
;TBD;Timbiqui Airport;CO
;TCD;Tarapaca;CO
;TTM;Tablon De Tamara Airport;CO
;UNC;Unguia Airport;CO
;URI;Uribe Airport;CO
;VAB;Yavarate Airport;CO
;LGZ;Leguizamo ;CO
;AKA;Ankang;CN
;AOG;Anshan Airport;CN
;AQG;Anqing;CN
;BAV;Baotou;CN
;BFU;Bengbu Airport;CN
;BHY;Beihai;CN
;BJS;Beijing ;CN
;BSD;Baoshan ;CN
;CGD;Changde ;CN
;CHG;Chaoyang;CN
;CIF;Chifeng ;CN
;CIH;Changzhi;CN
;CNI;Changhai Airport;CN
;CZX;Changzhou ;CN
;DAT;Datong Airport;CN
;DDG;Dandong ;CN
;DGM;Dongguan Airport;CN
;DIG;Diqing Airport;CN
;DLU;Dali Airport;CN
;DNH;Dunhuang;CN
;DOY;Dongying Airport;CN
;DSN;Dongsheng Airport ;CN
;DYG;Dayong;CN
;DZU;Dazu Airport;CN
;ENH;Enshi ;CN
;FUD;Sui Fen He Airport;CN
;FUG;Fuyang;CN
;FUO;Fuoshan Airport;CN
;FYN;Fuyun Airport;CN
;GHN;Guanghan Airport;CN
;GOQ;Golmud;CN
;GYS;Guang Yuan Airport;CN
;HEK;Heihe ;CN
;HLH;Ulanhot ;CN
;HNY;Hengyang Airport;CN
;HSC;Shaoguan Airport;CN
;HSN;Zhoushan Airport;CN
;HUZ;Huizhou Airport;CN
;HYN;Huangyan;CN
;HZG;Hanzhong;CN
;IQM;Qiemo ;CN
;IQN;Qingyang Airport;CN
;JDZ;Jingdezhen;CN
;JGN;Jiayuguan ;CN
;JNG;Jining Airport;CN
;JNZ;Jinzhou ;CN
;JZH;Jiu Zhai Huang Long Airport;CN
;KCA;Kuqa;CN
;KNC;JiAn Airport;CN
;KRL;Korla ;CN
;KRY;Karamay ;CN
;LHK;Guanghua Airport;CN
;LIA;Liangping ;CN
;LJG;Lijiang Airport ;CN
;LLF;Ling Ling Airport ;CN
;LNJ;Lincang Airport ;CN
;LUZ;Lushan;CN
;LXI;Linxi Airport;CN
;LYA;Luoyang ;CN
;LYG;Lianyungang ;CN
;LYI;Linyi Airport ;CN
;LZD;Lanzhoudong Airport;CN
;LZH;Liuzhou ;CN
;LZO;Luzhou;CN
;MIG;Mianyang;CN
;MXZ;Meixian ;CN
;NAO;Nanchong;CN
;NAY;Nanyuan Airport;CN
;NNY;Nanyang ;CN
;NTG;Nantong ;CN
;PNJ;Sha He Kou Airport;CN
;PZI;Pan Zhi Hua Bao An Ying ;CN
;SHF;Shanhaiguan ;CN
;SHS;Shashi;CN
;SXJ;Shanshan Airport;CN
;SYM;Simao ;CN
;SZO;Shanzhou Airport;CN
;SZV;Suzhou Airport;CN
;TCG;Tacheng Airport ;CN
;TEN;Tongren Airport ;CN
;TGO;Tongliao;CN
;TNH;Tonghua Liuhe Airport;CN
;TXN;Tunxi ;CN
;UYN;Yulin ;CN
;WEF;Weifang Airport ;CN
;WHU;Wuhu Airport;CN
;WNZ;Wenzhou ;CN
;WUA;Wu Hai Airport;CN
;WUS;Fujian Province Airport ;CN
;WUX;Wuxi Airport;CN
;WUZ;Wuzhou;CN
;WXN;Wanxian ;CN
;XEN;Xingcheng Airport;CN
;XFN;Xiangfan Airport;CN
;XIL;Xilinhot;CN
;XIN;Xingning;CN
;XNT;Xingtai Airport;CN
;XUZ;Xuzhou;CN
;YBP;Yibin ;CN
;YIH;Yichang ;CN
;YIW;Yiwu Airport;CN
;YLN;Yilan Airport;CN
;YNZ;Yancheng Airport;CN
;ZAT;Zhaotong;CN
;ZMY;Haungpu Harbour;CN
;ZUH;Zhuhai;CN
;ZYI;Zunyi Airport;CN
;LHW;Lanzhou Airport;CN
;YUA;Yuanmou Airport;CN
;BLC;Bamenda ;CM
;GXX;Yagoua Airport;CM
;KLE;Kaele ;CM
;KOB;Koutaba ;CM
;VCC;Limbe Airport ;CM
;COW;Coquimbo Airport;CL
;FFU;Futaleufu ;CL
;QRC;Off-Line Point;CL
;QUI;Off-Line Point;CL
;SMB;Cerro El Sombrero ;CL
;ULC;Los Cerrillos ;CL
;MOI;Mitiaro, Cook Island;CK
;PZK;Puka Puka Island Airport;CK
;BBV;Bereby Airport;CI
;BGG;Bongouanou Airport;CI
;BRZ;Borotou ;CI
;BUU;Buyo Airport;CI
;DNC;Danane Airport;CI
;KTC;Katiola Airport;CI
;LKT;Lakota Airport;CI
;MOK;Mankono Airport;CI
;TGX;Tingrela Airport;CI
;XMB;MBahiakro Airport;CI
;ZUE;Zuenoula Airport;CI
;QEQ;Off-Line Point;CH
;QLJ;Off-Line Point;CH
;ZBA;Basel Bad Railway;CH
;ZDH;Sbb Railway Service ;CH
;ZDJ;Berne-Rr Station;CH
;ZDL;Off-Line Point;CH
;ZDS;Off-Line Point;CH
;ZHT;Geneva-Cornavin Railway Service;CH
;ZHY;Geneva Aeroport Railway Service;CH
;ZIN;Interlaken Ost;CH
;ZJQ;Off-Line Point;CH
;ZKH;Off-Line Point;CH
;ZKK;Off-Line Point;CH
;ZKO;Off-Line Point;CH
;ZKW;Off-Line Point;CH
;ZLP;Zurich Hbf Railway Service;CH
;EPN;Epena Airport ;CG
;LKC;Lekana;CG
;OKG;Okoyo ;CG
;SIB;Sibiti;CG
;BCF;Bouca Airport;CF
;BEM;Bossembele;CF
;BSN;Bossangoa ;CF
;CRF;Carnot Airport;CF
;GDA;Gounda Airport;CF
;GDI;Gordil Airport;CF
;IMO;Zemio Airport;CF
;KOL;Koumala Airport;CF
;MKI;M'Boki;CF
;ODA;Ouadda Airport;CF
;RFA;Rafai Airport;CF
;BAN;Basongo ;CD
;BNC;Beni;CD
;KAP;Kapanga ;CD
;KBO;Kabalo;CD
;KLY;Kalima;CD
;LUS;Lusanga ;CD
;MEW;Mweka ;CD
;PUN;Punia ;CD
;CFQ;Creston Airport;CA
;CJH;Chilko Lake Airport;CA
;DAS;Great Bear Lake Airport;CA
;DGF;Douglas Lake Airport;CA
;DUQ;Duncan/Quam ;CA
;GSL;Taltheilei Narrows Airport;CA
;IUM;Summit Lake Airport;CA
;KES;Kelsey Airport;CA
;KEW;Keewaywin ;CA
;KIF;Kingfisher Lake ;CA
;KNV;Knights Inlet Airport;CA
;KNY;Kinoosao Airport;CA
;LRQ;Laurie River;CA
;NWP;Naval Station;CA
;QZP;Off-Line Point;CA
;SUR;Summer Beaver Airport ;CA
;TNS;Tungsten;CA
;TUX;Tumbler Ridge Airport;CA
;WNN;Wunnummin Lake;CA
;XAD;Churchill Rail Station;CA
;XAW;Capreol Rail Services;CA
;XAX;Dorval Rail Station ;CA
;XAZ;Campbellton Rail Service;CA
;XBB;Blubber Bay Airport;CA
;XBE;Bearskin Lake ;CA
;XBR;Brockville;CA
;XCI;Chambord Railway Services ;CA
;XCL;Cluff Lake;CA
;XCM;Chatham ;CA
;XDD;Gaspe Rail Station;CA
;XDG;Halifax Rail Station;CA
;XDL;Chandler Rail Services;CA
;XDM;Drummondville Rail Service;CA
;XDO;Grande-Riviere Rail Service;CA
;XDP;Moncton Rail Station;CA
;XDQ;London Rail Station ;CA
;XDS;Ottawa Rail Station ;CA
;XDU;Hervey Rail Service ;CA
;XDV;Prince George Rail Station;CA
;XDW;Prince Rupert Rail Station;CA
;XDX;Sarnia Rail Station ;CA
;XDY;Sudbury Jct. Rail Station ;CA
;XDZ;The Pas Rail Station;CA
;XEA;Vancouver Rail Station;CA
;XEC;Windsor Rail Station;CA
;XEE;Lac Edouard Rail Service;CA
;XEF;Winnipeg Rail Station ;CA
;XEG;Kingston Rail Station ;CA
;XEH;Ladysmith Rail Service;CA
;XEJ;Langford Rail Service;CA
;XEK;Melville Rail Service;CA
;XEL;New Carlisle Rail Service ;CA
;XEM;New Richmond Rail Service ;CA
;XEY;Miramichi Rail Service;CA
;XFC;Fredericton Junction Rail Service;CA
;XFD;Stratford Rail Service;CA
;XFG;Perce Rail Service;CA
;XFI;Port Daniel Rail Service;CA
;XFK;Senneterre Rail Service ;CA
;XFL;Shawinigan Rail Service ;CA
;XFM;Shawnigan Rail Service;CA
;XFO;Taschereau Rail Service;CA
;XFQ;Weymont Rail Service;CA
;XFS;Alexandria Rail Service ;CA
;XFY;Sainte-Foy Rail Service ;CA
;XFZ;Charny Airport;CA
;XGE;Bus Service;CA
;XGJ;Cobourg Rail Service;CA
;XGK;Coteau Rail Service ;CA
;XGL;Granville Lake Airport;CA
;XGW;Gananoque Rail Service;CA
;XGY;Grimsby Rail Service;CA
;XHG;Bus Service ;CA
;XHM;Georgetown Rail Service ;CA
;XHS;Chemainus Rail Services ;CA
;XIA;Guelph Rail Service ;CA
;XIB;Ingersoll Rail Service;CA
;XID;Maxville Rail Service;CA
;XIF;Napanee Rail Service;CA
;XII;Prescott Rail Service;CA
;XIM;Saint Hyacinthe Rail Service;CA
;XIO;St. Marys Rail Service;CA
;XIP;Woodstock Rail Service;CA
;XJL;Joliette Rail Service;CA
;XJQ;Jonquiere Rail Service;CA
;XKO;Kemano Airport;CA
;XKV;Sackville Rail Service;CA
;XLF;Leaf Bay Airport;CA
;XLJ;Quebec Station Rail Service ;CA
;XLK;Levis Rail Service;CA
;XLM;St. Lambert Rail Station;CA
;XLP;Matapedia Rail Service;CA
;XLQ;Guildwood Rail Service;CA
;XLV;Niagara Falls Rail Service;CA
;XLY;Aldershot Rail Service;CA
;XLZ;Truro Rail Service;CA
;XMP;Macmillan Pass Airport;CA
;XOK;Oakville Rail Service ;CA
;XON;Carleton Rail Services;CA
;XPB;Parksville Rail Service ;CA
;XPH;Port Hope Rail Service;CA
;XPN;Brampton Rail Service ;CA
;XPX;Pointe-aux-Trembles Rail Service;CA
;XQU;Qualicum;CA
;XRP;Riviere-a-Pierre Rail Service;CA
;XTY;Strathroy Rail Service;CA
;XVV;Belleville Rail Service ;CA
;XWA;Watford Rail Station;CA
;XZB;Casselman Rail Service;CA
;XZC;Glencoe Rail Service;CA
;XZK;Amherst Rail Service;CA
;XZL;Edmonton Rail Service ;CA
;YAA;Anahim Lake ;CA
;YAB;Arctic Bay;CA
;YAD;Moose Lake Airport;CA
;YAE;Alta Lake Airport;CA
;YAF;Asbestos Hill ;CA
;YAQ;Maple Bay Airport;CA
;YBF;Bamfield Airport;CA
;YBH;Bull Harbour Airport;CA
;YBI;Black Tickle;CA
;YBJ;Baie Johan Beetz Airport;CA
;YBM;Bronson Creek Airport;CA
;YBN;Borden Airport;CA
;YBO;Bobquinn Lake Airport;CA
;YBQ;Telegraph Harbour Airport ;CA
;YBS;Musselwhite Airport;CA
;YBZ;Toronto ;CA
;YCF;Cortes Bay;CA
;YCI;Caribou Island Airport;CA
;YCJ;Cape Saint James Airport;CA
;YCK;Colville Lake ;CA
;YCV;Cartierville Airport;CA
;YDE;Paradise River Airport;CA
;YDH;Daniels Harbour Airport;CA
;YDI;Davis Inlet ;CA
;YDJ;Hatchet Lake Airport;CA
;YDK;Main Duck Island;CA
;YDR;Broadview Airport;CA
;YDS;Desolation Sound;CA
;YDU;Kasba Lake Airport;CA
;YDX;Doc Creek Airport;CA
;YEA;Edmonton;CA
;YEP;Estevan Point Airport ;CA
;YFG;Fontanges;CA
;YFJ;Snare Lake Airport;CA
;YFL;Fort Reliance ;CA
;YFX;Fox Harbour/St. Lewi;CA
;YGA;Gagnon Airport;CA
;YGC;Grande Cache Airport;CA
;YGG;Ganges Harbor ;CA
;YGN;Greenway Sound;CA
;YGS;Germansen Airport;CA
;YGY;Deception Bay Airport;CA
;YHC;Hakai Pass Airport;CA
;YHG;Charlottetown ;CA
;YHH;Harbor Spb;CA
;YHP;Poplar Hill ;CA
;YHS;Sechelt Airport ;CA
;YIG;Big Bay Marina Airport;CA
;YJA;Jasper;CA
;YJO;Johnny Mountain Airport;CA
;YJP;Jasper-Hinton Airport;CA
;YKE;Knee Lake Airport;CA
;YKK;Kitkatla;CA
;YKT;Klemtu;CA
;YLA;Langara Airport;CA
;YLE;Lac La Martre ;CA
;YLF;Laforges Airport;CA
;YLM;Clinton Creek ;CA
;YLO;Shilo Airport;CA
;YLP;Mingan Airport;CA
;YLS;Lebel-Sur-Quevillon ;CA
;YMB;Merritt Airport ;CA
;YMC;Maricourt Airstrip;CA
;YMF;Montagne Harbor Airport;CA
;YMI;Minaki;CA
;YMP;Port Mcneil Airport ;CA
;YMQ;Montreal;CA
;YMR;Merry Island Airport;CA
;YMY;Montreal Downtown Rail Station;CA
;YNF;Deer Lake/Stephenville Airport;CA
;YNI;Nitchequon Airport;CA
;YNK;Nootka Sound Airport;CA
;YNO;North Spirit Lake ;CA
;YNR;Arnes Airport;CA
;YOE;Falher;CA
;YOG;Ogoki ;CA
;YPB;Port Alberni;CA
;YPF;Esquimalt ;CA
;YPI;Port Simpson;CA
;YPP;Pine Point;CA
;YPT;Pender Harbor ;CA
;YQE;Kimberley Airport;CA
;YRD;Dean River;CA
;YRE;Resolution Island ;CA
;YRG;Rigolet ;CA
;YRN;Rivers Inlet Airport;CA
;YRR;Stuart Island ;CA
;YSI;Sans Souci;CA
;YSO;Postville ;CA
;YSV;Saglek Airport;CA
;YSX;Shearwater;CA
;YSZ;Squirrel Cove Airport;CA
;YTB;Hartley Bay ;CA
;YTC;Sturdee Airport;CA
;YTG;Sullivan Bay;CA
;YTK;Tulugak Airport;CA
;YTM;La Macaza Airport ;CA
;YTN;Riviere Au Tonnerre Airport;CA
;YTO;Metropolitan Area ;CA
;YTP;Tofino Spb;CA
;YTT;Tisdale Airport;CA
;YTU;Tasu Airport;CA
;YTX;Telegraph Creek Airport;CA
;YUF;Pelly Bay ;CA
;YWF;Halifax ;CA
;YWM;Williams Harbour;CA
;YWN;Winisk Airport;CA
;YWO;Lupin Airport;CA
;YWQ;Chute-Des-Passes Airport;CA
;YWR;White River ;CA
;YWS;Whistler;CA
;YXF;Snake River Airport;CA
;YXI;Killaloe;CA
;YYA;Big Bay Yacht Club;CA
;YYI;Rivers;CA
;YZA;Ashcroft;CA
;YZC;Beatton River Airport;CA
;YZM;Buchans ;CA
;ZAA;Alice Arm Airport;CA
;ZFB;Old Fort Bay Airport;CA
;ZFL;South Trout Lake Airport;CA
;ZFW;Fairview Airport;CA
;ZGS;Gethsemani;CA
;ZHO;Houston Bus Station ;CA
;ZIF;Fallowfield Railway ;CA
;ZKG;Kegaska ;CA
;ZLT;La Tabatiere;CA
;ZNA;Nanaimo Harbour ;CA
;ZNU;Namu;CA
;ZOF;Ocean Falls Airport;CA
;ZQS;Queen Charlotte Is;CA
;ZSP;St. Paul Airport;CA
;ZSW;Seal Cove ;CA
;ZTB;Tete A La Baleine ;CA
;ZTS;Tahsis Airport;CA
;BGK;Big Creek ;BZ
;CYC;Caye Chapel ;BZ
;CZH;Corozal Municipal ;BZ
;DGA;Dangriga;BZ
;INB;Independence Airport;BZ
;MDB;Melinda Airport;BZ
;MZE;Manatee Airport;BZ
;ORZ;Orange Walk, Belize;BZ
;PLJ;Placencia ;BZ
;PND;Punta Gorda ;BZ
;SPR;San Pedro ;BZ
;SQS;Matthew Spain Airport ;BZ
;STU;Santa Cruz;BZ
;SVK;Silver Creek Airport;BZ
;TZA;Belize City Muni;BZ
;HUK;Hukuntsi Airport;BW
;LOQ;Lobatse Airport;BW
;SVT;Savuti Airport;BW
;QJC;Off-Line Point;BT
;CEL;Cape Eleuthera;BS
;GBI;Aux Ab Airport;BS
;GTC;Green Turtle Airport;BS
;MAY;Mangrove Cay;BS
;MSK;Mastic Point Airport;BS
;NSB;North Spb ;BS
;PWN;Pitts Town, Crooked ;BS
;RCY;Rum Cay Airport;BS
;TBI;The Bight ;BS
;TZN;South Andros;BS
;WTD;West End Airport;BS
;WZY;Paradise Island-Seaplane Base;BS
;AAI;Arraias Airport;BR
;AIR;Aripuana;BR
;ALQ;Alegrete Federal;BR
;ALT;Alenquer;BR
;AMJ;Almenara Airport;BR
;APQ;Arapiraca ;BR
;APY;Alto Parnaiba Airport;BR
;AQM;Ariquemes Airport;BR
;ARS;Aragarcas ;BR
;AXE;Xanxere Airport;BR
;BCR;Boca Do Acre;BR
;BDC;Barra Do Corda Airport;BR
;BGV;Bento Goncalves Airport;BR
;BHZ;Metropolitan Area ;BR
;BJP;Braganca Paulista Airport;BR
;BMS;Brumado Airport;BR
;BNU;Blumenau;BR
;BQQ;Barra Airport;BR
;BRA;Barreiras ;BR
;BRB;Barreirinhas;BR
;BSS;Balsas Airport;BR
;BVM;Belmonte Airport;BR
;BZC;Buzios Airport;BR
;CAF;Carauari;BR
;CCI;Concordia ;BR
;CCQ;Cachoeira Airport ;BR
;CFC;Cacador Airport;BR
;CFO;Confreza;BR
;CIZ;Coari ;BR
;CKO;Cornelio Procopio ;BR
;CLV;Caldas Novas;BR
;CMC;Camocim Airport;BR
;CMP;Santana Do Araguaia ;BR
;CMT;Cameta;BR
;CNV;Canavieiras Airport;BR
;CQS;Costa Marques Airport ;BR
;CSS;Cassilandia ;BR
;CSW;Colorado do Oeste Airport;BR
;CTP;Carutapera Airport;BR
;CTQ;Do Palmar Airport;BR
;CZB;Carlos Ruhl Airport;BR
;DIQ;Divinopolis Airport;BR
;DMT;Diamantino;BR
;DNO;Dianopolis Airport;BR
;DOU;Dourados;BR
;ERM;Comandante Kraemer;BR
;ERN;Eirunepe;BR
;ESI;Espinosa;BR
;FBE;Francisco Beltrao Airport;BR
;FEC;Feira De Santana Airport;BR
;FEJ;Feijo Airport ;BR
;FLB;Cangapara Airport;BR
;FRC;Franca;BR
;GCV;Gravatai Airport;BR
;GMS;Guimaraes Airport;BR
;GNM;Guanambi;BR
;GRP;Gurupi;BR
;GUZ;Guarapari Airport;BR
;HRZ;Horizontina Airport ;BR
;IDO;Santa Isabel Do Morro Airport ;BR
;IJU;J. Batista Bos Filho Airport;BR
;ILB;Ilha Solteira Airport;BR
;IPG;Ipiranga Airport;BR
;IPU;Ipiau Airport;BR
;IRE;Irece ;BR
;ITE;Itubera Airport ;BR
;ITI;Itambacuri;BR
;ITJ;Off-Line Point;BR
;ITN;Itabuna ;BR
;ITP;Itaperuna Airport;BR
;ITQ;Itaqui;BR
;JCB;Joacaba Airport;BR
;JCM;Jacobina Airport;BR
;JEQ;Jequie Airport;BR
;JIA;Juina ;BR
;JLS;Jales Airport;BR
;JNA;Januaria;BR
;JPR;Ji-Parana ;BR
;JRN;Juruena ;BR
;JTI;Jatai Airport;BR
;JUA;Juara ;BR
;LCB;Pontes-e-Lacerda Airport;BR
;LEP;Leopoldina Airport;BR
;LOI;Helmuth Baungartem Airport;BR
;LVB;Dos Galpoes ;BR
;MBK;Matupa;BR
;MBZ;Maues ;BR
;MTE;Monte Alegre;BR
;MTG;Mato Grosso ;BR
;MVS;Mucuri;BR
;NBV;Cana Brava Airport;BR
;NNU;Nanuque Airport;BR
;NOK;Nova Xavantina Airport;BR
;NQL;Niquelandia ;BR
;NTM;Miracena Do Norte Airport;BR
;NVP;Novo Aripuana ;BR
;OAL;Cocoal;BR
;OIA;Ourilandia Airport;BR
;OPS;Sinop ;BR
;ORX;Oriximina ;BR
;OUS;Ourinhos;BR
;PBQ;Pimenta Bueno Airport;BR
;PCS;Picos Airport;BR
;PDF;Prado Airport;BR
;PDR;Presidente Dutra Municipal Airport;BR
;PGG;Progresso Airport ;BR
;PGZ;Ponta Grossa;BR
;PHI;Pinheiro;BR
;PIG;Pitinga Airport;BR
;PIV;Pirapora Airport;BR
;PLL;Ponta Pelada Airport;BR
;POJ;Patos De Minas Airport;BR
;PPY;Pouso Alegre Airport;BR
;PSW;Passos Airport;BR
;PTO;Pato Branco ;BR
;PTQ;Porto De Moz;BR
;PVI;Paranavia Airport;BR
;QAC;Off-Line Point;BR
;QAH;Off-Line Point;BR
;QAU;Off-Line Point;BR
;QBD;Off-Line Point;BR
;QBK;Off-Line Point;BR
;QBN;Off-Line Point;BR
;QBX;Off-Line Point;BR
;QCD;Campo Bom Airport;BR
;QCF;Off-Line Point;BR
;QCG;Off-Line Point;BR
;QCH;Off-Line Point;BR
;QCJ;Off-Line Point;BR
;QCK;Off-Line Point;BR
;QCN;Off-Line Point;BR
;QCP;Off-Line Point;BR
;QCQ;Off-Line Point;BR
;QCR;Off-Line Point;BR
;QCV;Off-Line Point;BR
;QCX;Off-Line Point;BR
;QDA;Off-Line Point;BR
;QDB;Off-Line Point;BR
;QDC;Off-Line Point;BR
;QDE;Off-Line Point;BR
;QDF;Off-Line Point;BR
;QDO;Off-Line Point;BR
;QDP;Off-Line Point;BR
;QDQ;Off-Line Point;BR
;QDS;Off-Line Point;BR
;QDV;Off-Line Point;BR
;QDW;Off-Line Point;BR
;QFS;Off-Line Point;BR
;QGA;Off-Line Point;BR
;QGB;Off-Line Point;BR
;QGC;Off-Line Point;BR
;QGF;Off-Line Point;BR
;QGJ;Off-Line Point;BR
;QGK;Off-Line Point;BR
;QGS;Off-Line Point;BR
